
 11%|███████████████                                                                                                                         | 15/136 [00:01<00:09, 12.68it/s]
loss:  tensor(0.4733, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3858, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4375, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6139, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4109, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4740, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3606, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4843, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3710, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2813, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4578, device='cuda:0', grad_fn=<NllLossBackward0>)

 50%|████████████████████████████████████████████████████████████████████                                                                    | 68/136 [00:06<00:06, 10.25it/s]
loss:  tensor(0.4636, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3175, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4610, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3470, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6786, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7887, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5071, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4415, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.0609, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3738, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3726, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6361, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5368, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5416, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6972, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4446, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4402, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4074, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4459, device='cuda:0', grad_fn=<NllLossBackward0>)

 65%|████████████████████████████████████████████████████████████████████████████████████████                                                | 88/136 [00:08<00:04, 10.96it/s]
loss:  tensor(0.5025, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5056, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4245, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4465, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6137, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4202, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5333, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5544, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4887, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4104, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8847, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2832, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3679, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4930, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5652, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3339, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3924, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5105, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3743, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7132, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4010, device='cuda:0', grad_fn=<NllLossBackward0>)

 79%|███████████████████████████████████████████████████████████████████████████████████████████████████████████▏                           | 108/136 [00:10<00:02,  9.38it/s]
loss:  tensor(0.8463, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3499, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8390, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6320, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5527, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4033, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4575, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4244, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4125, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4258, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4642, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5026, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5076, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6059, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5744, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3513, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4999, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7838, device='cuda:0', grad_fn=<NllLossBackward0>)

 95%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████       | 129/136 [00:12<00:00, 10.79it/s]
loss:  tensor(0.3300, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3982, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6096, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6717, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4683, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4145, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7126, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4563, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4302, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4503, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3878, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5729, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4341, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4176, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4387, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4521, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5643, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6240, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6765, device='cuda:0', grad_fn=<NllLossBackward0>)
100%|███████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 136/136 [00:12<00:00, 10.47it/s]
  9%|████████████                                                                                                                            | 12/136 [00:01<00:13,  9.36it/s]
loss:  tensor(0.5118, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4923, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4042, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4495, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4589, device='cuda:0', grad_fn=<NllLossBackward0>)
Training loss: 0.03102741501112094, accuracy: 0.7411494252873563
loss:  tensor(0.3308, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5043, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2791, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3484, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5648, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9244, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3352, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4337, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5563, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2275, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3464, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5250, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5079, device='cuda:0', grad_fn=<NllLossBackward0>)

 24%|█████████████████████████████████                                                                                                       | 33/136 [00:03<00:09, 10.51it/s]
loss:  tensor(0.5031, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6068, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5230, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6265, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3794, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3817, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3202, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4661, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4540, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5636, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4687, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4757, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5367, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3660, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3872, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4235, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4612, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4576, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5206, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3573, device='cuda:0', grad_fn=<NllLossBackward0>)

loss:  tensor(0.4137, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7102, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3716, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4035, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5025, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2874, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4193, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9330, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3766, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6077, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4310, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4974, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4850, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4332, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4918, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3281, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4924, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4418, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3491, device='cuda:0', grad_fn=<NllLossBackward0>)

 53%|████████████████████████████████████████████████████████████████████████                                                                | 72/136 [00:07<00:06,  9.88it/s]
loss:  tensor(0.5539, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4183, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5676, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3533, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5004, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5616, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3973, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3918, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3298, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5839, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4661, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3789, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8195, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4789, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7864, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5400, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8453, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4396, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4161, device='cuda:0', grad_fn=<NllLossBackward0>)

 68%|████████████████████████████████████████████████████████████████████████████████████████████                                            | 92/136 [00:09<00:04, 10.22it/s]
loss:  tensor(0.4346, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5120, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4506, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3981, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4633, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6024, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6185, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4153, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6360, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5688, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.2976, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5779, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3703, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4369, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3443, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3845, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4736, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.9402, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5215, device='cuda:0', grad_fn=<NllLossBackward0>)

 84%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████▏                     | 114/136 [00:11<00:01, 11.06it/s]
loss:  tensor(0.6564, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3011, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6239, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3805, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5449, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.3258, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(1.1165, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.8003, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.6954, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.5519, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.7312, device='cuda:0', grad_fn=<NllLossBackward0>)
loss:  tensor(0.4216, device='cuda:0', grad_fn=<NllLossBackward0>)
